963;144300
964;142800
965;51000
966;40800
967;44400
968;111000
969;40800
970;155400
971;122400
972;11100
973;132600
974;10200
975;51000
976;142800
977;40800
978;10200
979;111000
980;122400
981;155400
982;122400
983;30600
984;122400
